Name,PhoneNum,Address,Surplus,Solution,lon,lat,address,status_Color
Papas Bakery,(414) 483-9003,6055 S Howell Ave Milwaukee WI 53207,no,NA,-87.9107291,42.93418,"6055 s howell ave, milwaukee, wi 53207, usa",NA
Glorias Cake Shop and Cafe,(414) 585-0522,2531 W National Ave Milwaukee WI 53204,NA,NA,-87.9460022,43.0221057,"2531 w national ave, milwaukee, wi 53204, usa",NA
Patricia O'Brien & Co,(414) 771-5559,Mr. Dye's Pies,NA,NA,-87.91411599999999,43.0383155,"275 w wisconsin ave, milwaukee, wi 53203, usa",NA
Mr. Dye's Pies,(414) 759-4992,275 W Wisconsin Ave Milwaukee WI 53203,NA,NA,-87.91362880000001,43.0386646,"275 w wisconsin ave, milwaukee, wi 53203, usa",NA
Roundy's Inc,(414) 383-2222,1818 W National Ave Milwaukee WI 53204,NA,NA,-87.9354718,43.0235481,"1818 w national ave, milwaukee, wi 53204, usa",NA
The Pastry Piper,(414) 552-7627,5072 N 60th St Milwaukee WI 53218,NA,NA,-87.9858204,43.1100101,"5072 n 60th st, milwaukee, wi 53218, usa",NA
Breadsmith,(414) 962-6203,420 E Silver Spring Dr Milwaukee WI 53217,NA,NA,-87.90479789999999,43.1186501,"420 e silver spring dr, whitefish bay, wi 53217, usa",NA
La Tarte,(414) 456-0995,6742 W Wells St Milwaukee WI 53213,yes,no,-87.9970908,43.0398716,"6742 w wells st, wauwatosa, wi 53213, usa",blue
Rocket Baby Bakery,(414) 502-7323,"6822 W North Ave Wauwatosa, WI 53213",yes,yes,-87.9982832,43.06099,"6822 w north ave, wauwatosa, wi 53213, usa",red
Scordato Bakery Inc,(414) 327-8555,"5011 W Howard Ave Milwaukee, WI 53220",yes,yes,-87.97733,42.9733756,"5011 w howard ave, milwaukee, wi 53220, usa",red
Blooming Lotus Bakery,(414) 212-8010,"2215 East North Ave Milwaukee, WI 53202",yes,gb model,-87.8831148,43.0599669,"2215 e north ave, milwaukee, wi 53202, usa",pink
Amaranth Bakery & Cafe,(414) 934-0587,"3329 W Lisbon Ave Milwaukee, WI 53208",NA,NA,-87.9561064,43.0543798,"3329 w lisbon ave, milwaukee, wi 53208, usa",NA
The Cake Lady,(414) 294-4220,"3561 S Kinnickinnic Ave Milwaukee, WI 53235",NA,NA,-87.8790437,42.9795383,"3561 s kinnickinnic ave, st francis, wi 53235, usa",NA
Kelly's Pot Pies and More,262-592-1900,"3785 S 108th St Greenfield, WI 53228",no,NA,-88.0484006,42.9755168,"3785 s 108th st, greenfield, wi 53228, usa",NA
Grebe's Bakery,(414) 543-7000,"5132 W Lincoln Ave Milwaukee, WI 53219",yes,yes,-87.97857929999999,43.0036048,"5132 w lincoln ave, west allis, wi 53219, usa",red
Adam's Bakery,(414) 271-1871,"400 N Water St Milwaukee, WI 53202",yes,yes,-87.90831550000001,43.0352526,"400 n water st, milwaukee, wi 53202, usa",red
Arcoiris Bakery,(414) 210-3376,"1414 S 6th St Milwaukee, WI 53204",yes,yes,-87.9181773,43.0166534,"1414 s 6th st, milwaukee, wi 53204, usa",red
O&H Danish Bakery,262-504-7000,"9540 S 27th St Oak Creek, WI 53154",yes,yes,-87.9506237,42.87166149999999,"9540 s 27th st, oak creek, wi 53154, usa",red
Sugar & Flour Bakery Cafe,(414) 421-5565,"5721 Broad St Greendale, WI 53129",no,NA,-87.9968389,42.9398709,"5721 broad st, greendale, wi 53129, usa",NA
Greige Patisserie,(414) 252-0143,"408 W Florida St Ste 104 Milwaukee, WI 53204",yes,no,-87.9162659,43.0275193,"408 w florida st #104, milwaukee, wi 53204, usa",blue
Matilda Bakehouse,(414) 213-4019,"217 N Broadway Bavette Milwaukee, WI 53202",NA,NA,-87.90738789999999,43.0331463,"217 n broadway, milwaukee, wi 53202, usa",NA
Bougie Berries Dessert Boutique,(414) 585-0234,"7157 W Burleigh St Milwaukee, WI 53210",NA,NA,-88.0018997,43.0751133,"7157 w burleigh st, milwaukee, wi 53210, usa",NA
The Bake Sale,(414) 543-4230,"6923 W Becher St West Allis, WI 53219",NA,NA,-87.99985559999999,43.00627009999999,"6923 w becher st, west allis, wi 53219, usa",NA
Glorioso's Italian Market,(414) 272-0540,"011 E Brady St Milwaukee, WI 53202",yes,no,-87.8981201,43.052955,"e brady st, milwaukee, wi 53202, usa",blue
Black Twig Bakery,(414) 231-3327,"1455 Underwood Ave Wauwatosa, WI 53213",NA,NA,-88.00871599999999,43.0506975,"1455 underwood ave, wauwatosa, wi 53213, usa",NA
Jen's Sweet Treats,(414) 940-0725,"4745 S Packard Ave Cudahy, WI 53110",yes,yes,-87.86030799999999,42.9580568,"4745 s packard ave, cudahy, wi 53110, usa",red
Lakeside Bakery,(414) 486-7747,"1100 E Oklahoma Ave Milwaukee, WI 53207",yes,ish,-87.89536149999999,42.9885642,"1100 e oklahoma ave, milwaukee, wi 53207, usa",purple
The Bread Pedalers,(414) 509-5198,"1436 S 92nd St West Allis, WI 53214",no,NA,-88.02696329999999,43.0155044,"1436 s 92nd st, west allis, wi 53214, usa",NA
Canary Coffee Bar,(414) 426-8389,"720 N Old World 3rd St Milwaukee, WI 53203",NA,NA,-87.9141969,43.0392954,"720 n old world 3rd st, milwaukee, wi 53203, usa",NA
Arty's Sweet Talk Cupcakes,(414) 520-4056,"5900 W North Ave Milwaukee, WI 53208",NA,NA,-87.9866389,43.06090529999999,"5900 w north ave, milwaukee, wi 53208, usa",NA
Lucky Bakery & BBQ,(414) 329-2688,"11078 W National Ave West Allis, WI 53227",NA,NA,-88.05131469999999,42.9919463,"11078 w national ave, milwaukee, wi 53227, usa",NA
Cranky's Al,(414) 258-5282,"6901 W North Ave Wauwatosa, WI 53213",yes,NA,-87.9987893,43.06056359999999,"6901 w north ave, wauwatosa, wi 53213, usa",NA
Miss Molly's Cafe and Pastry Shop,(414) 249-5665,"9201 W Center St Milwaukee, WI 53222",yes,no,-88.02781949999999,43.067535,"9201 w center st, milwaukee, wi 53222, usa",blue
DW Coffee,(262) 514-2020,"201 W Main St Rochester, WI 53167",no,NA,-88.2254566,42.7410494,"201 w main st, burlington, wi 53105, usa",NA
Busias XOXO,(262) 214-8160,"W182 S8686 Racine Ave Muskego, WI 53150",NA,NA,-88.1425312,42.8870271,"w182s8686 racine ave, muskego, wi 53150, usa",NA
National Bakery and Deli,(414) 672-1620,"3200 S 16th St Milwaukee, WI 53215",yes,yes,-87.9335377,42.98641670000001,"3200 s 16th st, milwaukee, wi 53215, usa",red
North Shore Boulangerie,(414) 963-2153,"4401 N Oakland Ave Shorewood, WI 53211",yes,no,-87.8876731,43.0957137,"4401 n oakland ave, shorewood, wi 53211, usa",blue
Donut Monster Third Ward,(262) 933-9686,"316 N Milwaukee St Milwaukee, WI 53202",NA,NA,-87.9056667,43.0344638,"316 n milwaukee st, milwaukee, wi 53202, usa",NA
Gigi's Cupcakes of Wauwatosa,(414) 777-7465,"2751 N Mayfair Rd Ste G Wauwatosa, WI 53222",yes,ish,-88.0482878,43.0687431,"2751 n mayfair rd g, wauwatosa, wi 53226, usa",purple
Johanna's Cafe,(414) 210-2702,"1239 S 11th St Milwaukee, WI 53204",no,NA,-87.9256698,43.0182159,"1239 s 11th st, milwaukee, wi 53204, usa",NA
O&H Danish Bakery,(262) 637-8895,"4917 Douglas Avenue Racine, WI 53402",yes,yes,-87.8079142,42.7836809,"4917 douglas ave, racine, wi 53402, usa",red
National Bakery and Deli,(262) 827-4097,"13820 W Greenfield Ave Brookfield, WI 53005",yes,yes,-88.08492369999999,43.0173739,"13820 w greenfield ave, brookfield, wi 53005, usa",red
Simply Cinnamon Bakery,(262) 691-4022,"115 Oakton Ave Pewaukee, WI 53072",NA,NA,-88.26210630000001,43.08285550000001,"115 oakton ave, pewaukee, wi 53072, usa",NA
Panaderia Azteca,(414) 744-8900,"123 W Oklahoma Ave Milwaukee, WI 53207",NA,NA,-87.9104915,42.9861771,"123 w oklahoma ave, milwaukee, wi 53207, usa",NA
Edible Impressions,(414) 313-5281,"4415 W Laverna Ave Mequon, WI 53092",NA,NA,-87.9655823,43.228889,"4415 w laverna ave, mequon, wi 53092, usa",NA
Fixture Pizza Pub,(414) 736-8709,"623 S 2nd St Milwaukee, WI 53204",no,NA,-87.91279349999999,43.0247213,"623 s 2nd st, milwaukee, wi 53204, usa",NA
Santino's Little Italy,(414) 897-7367,"352 E Stewart St Milwaukee, WI 53207",no,NA,-87.9056858,43.0076989,"352 e stewart st, milwaukee, wi 53207, usa",NA
San Giorgio Pizzeria Napoletana,(414) 276-2876,"838 N Old World 3rd St Milwaukee, WI 53203",no,NA,-87.9143485,43.041076,"838 n old world 3rd st, milwaukee, wi 53203, usa",NA
Brute Pizza,(414) 231-3996,"316 N Milwaukee St Milwaukee, WI 53202",NA,NA,-87.9056667,43.0344638,"316 n milwaukee st, milwaukee, wi 53202, usa",NA
Maggio's Wood Fired Pizza,(414) 485-6993,"7212 W North Ave Wauwatosa, WI 53213",no,NA,-88.0025533,43.0609135,"7212 w north ave, wauwatosa, wi 53213, usa",NA
Caradaro Club,(414) 476-7700,"5010 W Vliet St Milwaukee, WI 53208",NA,NA,-87.97629690000001,43.0491363,"5010 w vliet st, milwaukee, wi 53208, usa",NA
Classic Slice,(414) 238-2406,"2797 S Kinnickinnic Ave Milwaukee, WI 53207",yes,NA,-87.89344009999999,42.9939067,"2797 s kinnickinnic ave, milwaukee, wi 53207, usa",NA
Hup's Pizza,(414) 461-7510,"5400 W Hampton Ave Milwaukee, WI 53218",NA,NA,-87.9802735,43.1048819,"5400 w hampton ave, milwaukee, wi 53218, usa",NA
Zaffiro's Pizza,(414) 289-8776,"1724 N Farwell Ave Milwaukee, WI 53202",no,NA,-87.8917632,43.0533552,"1724 n farwell ave, milwaukee, wi 53202, usa",NA
Ian's Pizza Milwaukee,(414) 727-9200,"146 E Juneau Ave Milwaukee, WI 53202",yes,NA,-87.911569,43.0458916,"146 e juneau ave, milwaukee, wi 53202, usa",NA
Zayna's Pizza,(262) 320-4020,"714 E Brady St Milwaukee, WI 53202",no,NA,-87.9027924,43.0532581,"714 e brady st, milwaukee, wi 53202, usa",NA
Alphonso's The Original,(414) 755-0341,"9130 W Greenfield Ave West Allis, WI 53214",no,NA,-88.0267951,43.0167777,"9130 w greenfield ave, west allis, wi 53214, usa",NA
Sorella,(414) 301-6255,"2535 S Kinnickinnic Ave Milwaukee, WI 53207",no,NA,-87.9012594,42.9986047,"2535 s kinnickinnic ave, milwaukee, wi 53207, usa",NA
Vinchi's Pizza,(414) 384-8040,"3158 S Howell Ave Milwaukee, WI 53207",NA,NA,-87.9044978,42.9869914,"3158 s howell ave, milwaukee, wi 53207, usa",NA
Transfer Pizzeria Cafe,(414) 763-0438,"101 W Mitchell St Milwaukee, WI 53204",NA,NA,-87.911299,43.0121236,"101 w mitchell st, milwaukee, wi 53204, usa",NA
Pizzeria Scotty,(414) 543-1300,"9022 W Oklahoma Ave West Allis, WI 53227",yes,no,-88.0252938,42.9885227,"9022 w oklahoma ave, west allis, wi 53227, usa",blue
Lisa's Pizzeria,(414) 332-6360,"2961 N Oakland Ave Milwaukee, WI 53211",no,NA,-87.88816899999999,43.0723793,"2961 n oakland ave, milwaukee, wi 53211, usa",NA
State Street Pizza Pub,(414) 249-5386,"322 W State St Milwaukee, WI 53203",no,NA,-87.915289,43.0431964,"322 w state st, milwaukee, wi 53203, usa",NA
Wy'east Pizza,(414) 943-3278,"5601 W Vliet St Milwaukee, WI 53208",NA,NA,-87.9834826,43.0493112,"5601 w vliet st, milwaukee, wi 53208, usa",NA
Riverwest Pizza,(414) 269-9703,"932 E Wright St Milwaukee, WI 53212",NA,NA,-87.8994005,43.0639814,"932 e wright st, milwaukee, wi 53212, usa",NA
Giuseppi's Pizzeria,(262) 641-5490,"14185 W Greenfield Ave New Berlin, WI 53151",no,NA,-88.0894464,43.015609,"14185 w greenfield ave, new berlin, wi 53151, usa",NA
Flour Girl and Flame,(414) 662-7921,"8121 W National Ave West Allis, WI 53219",NA,NA,-88.0137482,43.0104732,"8121 w national ave, west allis, wi 53214, usa",NA
Flourchild,414-488-2029,"722 N 13th St Milwaukee, WI 53233",NA,NA,-87.92830959999999,43.039312,"abbottsford hall, 722 n 13th st, milwaukee, wi 53233, usa",NA
Ricardo's Pizza,(414) 421-1980,"5627 Broad St Greendale, WI 53129",no,NA,-87.99652139999999,42.9417563,"5627 broad st, greendale, wi 53129, usa",NA
Riverfront Pizzeria Bar and Grill,(414) 277-1800,"509 E Erie St Milwaukee, WI 53202",no,NA,-87.903983,43.0283543,"509 e erie st, milwaukee, wi 53202, usa",NA
Di Stefano's Pizza Palace,(414) 321-9600,"4630 W Forest Home Ave Milwaukee, WI 53219",no,NA,-87.9727001,42.98643149999999,"4630 w forest home ave, milwaukee, wi 53219, usa",NA
Pizza Shuttle,414-289-9993,"1827 N Farwell Ave, Milwaukee, WI 53202",yes,ish,-87.89098670000001,43.0546342,"1827 n farwell ave, milwaukee, wi 53202, usa",purple
Ned's Pizza,(414) 645-2400,"3246 S 27th St Milwaukee, WI 53215",no,NA,-87.9476869,42.9855505,"3246 s 27th st, milwaukee, wi 53215, usa",NA
Even Odds Pizza,(262) 376-0420,"372 Falls Rd Grafton, WI 53024",yes,ish,-87.96152529999999,43.30923079999999,"372 falls rd, grafton, wi 53024, usa",purple
Pizza Crafters,(262) 781-9400,"N56 W15560 Silver Spring Dr Menomonee Falls, WI 53051",NA,NA,-88.104534,43.1196591,"n56w15560 silver spring dr, menomonee falls, wi 53051, usa",NA
Happy Tap,(414) 541-3550,"6801 W Beloit Rd Milwaukee, WI 53219",no,NA,-87.9976344,43.0024355,"6801 beloit rd, west allis, wi 53219, usa",NA
Brama's Pizzeria,(262) 735-4602,"N112W16700 Mequon Rd Germantown, WI 53022",no,NA,-88.11716419999999,43.221519,"n112w16700 mequon rd, germantown, wi 53022, usa",NA
Corner Bakery Cafe,(414) 476-2233,"11500 W Burleigh St Ste 102, Wauwatosa, WI 53222",no,NA,-88.056404,43.07613,"11500 w burleigh st ste 102, wauwatosa, wi 53222, usa",NA
Miller Baking Company,414-347-2300,"1415 N Fifth St Milwaukee, WI 53212",NA,NA,-87.91773669999999,43.0489044,"1415 n 5th st, milwaukee, wi 53212, usa",NA
Green Baked Goods,608-712-4385,"1100 S Fifth St Milwaukee, WI 53204",NA,NA,-87.91666389999999,43.0199078,"1100 s 5th st, milwaukee, wi 53204, usa",NA
Sweet Fix,414-645-5390,"807 W Historic Mitchell St Milwaukee, WI 53204",NA,NA,-87.9217318,43.0120917,"807 w historic mitchell st, milwaukee, wi 53204, usa",NA
Happy Dough Lucky,414-248-5899,"2691 S Kinnickinnic Ave Milwaukee, WI 53207",closed,NA,-87.8971608,42.9960111,"2691 s kinnickinnic ave, milwaukee, wi 53207, usa",NA
MOR Bakery & Cafe,414-249-3316,"2018 S First St Milwaukee, WI 53207",yes,no,-87.9106494,43.0070194,"2018 s 1st st, milwaukee, wi 53207, usa",blue
Lopez Bakery & Restaurant,414-672-1830,"1100 W Historic Mitchell St Milwaukee, WI 53204",yes,yes,-87.92568519999999,43.01255889999999,"1100 w historic mitchell st, milwaukee, wi 53204, usa",red
Treats by Bernadette,414-610-1369,"7934 W Burleigh St Milwaukee, WI 53222",yes,yes,-88.0121236,43.07550699999999,"7934 w burleigh st, milwaukee, wi 53222, usa",red
City Market Cafe & Bakehouse,414-479-0479,"8700 W Watertown Plank Rd Wauwatosa, WI 53226",yes,no,-88.0214805,43.0466059,"8700 w watertown plank rd, wauwatosa, wi 53226, usa",blue
Fresh Baked Cafe,262-879-8002,"8900 W Bluemound Rd Milwaukee, WI 53226",yes,NA,-88.0236615,43.0362075,"8900 w bluemound rd, milwaukee, wi 53226, usa",NA
Big Daddy's BBQ & Soul Food,262-202-7726,"2730 N Humboldt Blvd Milwaukee, WI 53212",NA,NA,-87.8970816,43.068279,"2730 n humboldt blvd, milwaukee, wi 53212, usa",NA
Ashley's Bar-B-Q,414-372-7666,"1501 W Center St Milwaukee, WI 53206",NA,NA,-87.93158439999999,43.0674845,"1501 w center st, milwaukee, wi 53206, usa",NA
Fannie Jackson,414-403-7930,"2576 N Tenth St Milwaukee, WI 53206",NA,NA,-87.9237768,43.0656283,"2576 n 10th st, milwaukee, wi 53206, usa",NA
Q,414-810-4096,"2730 N Dr Martin Luther King Jr Dr Milwaukee, WI 53212",NA,NA,-87.9137903,43.0685839,"2730 n doctor m.l.k. jr dr, milwaukee, wi 53212, usa",NA
Heavens Table Catering and BBQ,414-732-7109,"2238 N Farwell Ave Milwaukee, WI 53202",no,NA,-87.88538129999999,43.0599521,"2238 n farwell ave, milwaukee, wi 53202, usa",NA
Pats Ribs Place,262-544-4099,"400 N Water St Milwaukee, WI 53202",NA,NA,-87.90831550000001,43.0352526,"400 n water st, milwaukee, wi 53202, usa",NA
Smokin' Jacks,262-420-4269,"275 W Wisconsin Ave Milwaukee, WI 53203",yes,no,-87.91362880000001,43.0386646,"275 w wisconsin ave, milwaukee, wi 53203, usa",blue
Brother's Backyard Barbeque,414-488-8492,3530 W National Ave Milwaukee WI 53215,NA,NA,-87.9587312,43.0217446,"3530 w national ave, milwaukee, wi 53215, usa",NA
Richmond's,414-539-1883,"2721 N Blaine Pl Milwaukee, WI 53210",NA,NA,-87.989751,43.068555,"2721 n blaine pl, milwaukee, wi 53210, usa",NA
DOC's Smokehouse,414-935-2029,"754 N Vel R. Phillips Ave Milwaukee, Wisconsin 53203",NA,NA,-87.9158162,43.0399901,"754 vel r. phillips ave, milwaukee, wi 53203, usa",NA
Mac Shack,414-837-4534,"1701 N Humboldt Ave Milwaukee, WI 53202",NA,NA,-87.89832729999999,43.0531196,"1701 n humboldt ave, milwaukee, wi 53202, usa",NA
Jake's Delicatessen,414 562 1272,"1634 W North Ave, Milwaukee, WI 53205-1252",yes,no,-87.9337101,43.0606049,"1634 w north ave, milwaukee, wi 53205, usa",blue
Amélie's French Bakery & Café,704) 376-1781,"136 E 36th St, Charlotte, NC 28205",yes,no,-80.8078993,35.2515329,"136 e 36th st, charlotte, nc 28206, usa",blue
Suárez Bakery,(704) 525-0145,"4245 Park Rd, Charlotte, NC 28209",yes,no,-80.8478769,35.1741669,"4245 park rd, charlotte, nc 28209, usa",blue
Renaissance Pâtisserie,(980) 819-8771,"6401 Carnegie Blvd #4a, Charlotte, NC 28211",yes,no,-80.8309453,35.1561632,"6401 carnegie blvd #4a, charlotte, nc 28211, usa",blue
Sunflour Baking Company,(704) 900-5268,"2001 E 7th St, Charlotte, NC 28204",yes,yes,-80.8171465,35.2123879,"2001 e 7th st, charlotte, nc 28204, usa",red
New York Pastries & Pasteleria,(980) 435-2496,"221 E Exmore St G, Charlotte, NC 28217",yes,no,-80.8801385,35.1798905,"221 e exmore st g, charlotte, nc 28217, usa",blue
Manolo's Bakery,(704) 568-2120,"4405 Central Ave, Charlotte, NC 28205",yes,no,-80.7701524,35.2141629,"4405 central ave, charlotte, nc 28205, usa",blue
Sunflour Baking Company: Dilworth Bakery,(704) 332-5222,"220 East Blvd, Charlotte, NC 28203",NA,NA,-80.85712819999999,35.2109574,"220 east blvd, charlotte, nc 28203, usa",NA
Amélie's French Bakery & Café | Park Road,(704) 405-0570,"4321 Park Rd, Charlotte, NC 28209",NA,NA,-80.851134,35.1731064,"4321 park rd, charlotte, nc 28209, usa",NA
Nothing Bundt Cakes,(704) 909-4577,"601 S Kings Dr, Charlotte, NC 28204",yes,no,-80.83561639999999,35.2098341,"601 s kings dr, charlotte, nc 28204, usa",blue
O'Dalys Bakery,(704) 643-2577,"6407 South Blvd, Charlotte, NC 28217",yes,yes,-80.8756992,35.1474137,"6407 south blvd, charlotte, nc 28217, usa",red
Golden Bakery,(704) 537-4857,"3145 N Sharon Amity Rd, Charlotte, NC 28205",NA,NA,-80.7605609,35.2037349,"3145 n sharon amity rd, charlotte, nc 28205, usa",NA
Cosmic Cookie Bakery,(704) 910-6549,"8535 Hankins Rd suite f, Charlotte, NC 28269",NA,NA,-80.8340418,35.3397622,"8535 hankins rd f, charlotte, nc 28269, usa",NA
Hong kong Bakery,(980) 321-7283,"7323 E Independence Blvd, Charlotte, NC 28227",no,NA,-80.73755190000001,35.1629146,"7323 e independence blvd, charlotte, nc 28227, usa",NA
Estrella's Bakery,(980) 219-9753,"9030 Albemarle Rd suite b, Charlotte, NC 28215",no,NA,-80.6898616,35.2112238,"9030 albemarle rd b, charlotte, nc 28227, usa",NA
Sunflour Baking Company: Ballantyne Bakery,(980) 237-8881,"14021 Conlan Cir B-9, Charlotte, NC 28277",yes,no,-80.85364969999999,35.0557995,"14021 conlan cir b 9, charlotte, nc 28277, usa",blue
Tous les Jours,(980) 939-1247,"4625 Piedmont Row Dr #105, Charlotte, NC 28210",yes,no,-80.839111,35.152307,"4625 piedmont row dr #105, charlotte, nc 28210, usa",blue
Juanita's Bakery,(704) 523-0020,"4724 Old Pineville Rd, Charlotte, NC 28217",yes,no,-80.88063389999999,35.1770141,"4724 old pineville rd, charlotte, nc 28217, usa",blue
Suárez Bakery & Barra,(980) 273-1788,"1115 N Brevard St Ste 4, Charlotte, NC 28206",NA,NA,-80.8272722,35.23441529999999,"1115 n brevard st stall #4, charlotte, nc 28206, usa",NA
Amélie’s French Bakery & Café | Carmel Commons,(704) 376-1782,"7715 Pineville-Matthews Rd Unit 34B, Charlotte, NC 28226",yes,no,-80.850639,35.086284,"7715 pineville-matthews rd #34b, charlotte, nc 28226, usa",blue
La Dolcekca Bakery Cafe,(980) 938-5143,"1607 Montford Dr Suite C, Charlotte, NC 28209",yes,yes,-80.84940189999999,35.17093759999999,"1607 montford dr suite c, charlotte, nc 28209, usa",red
Copain Bakery & Provisions,NA,"6601 Carnegie Blvd, Charlotte, NC 28211",NA,NA,-80.827831,35.1538818,"6601 carnegie blvd, charlotte, nc 28211, usa",NA
Panaderia Odalys,(704) 509-2300,"6301 N Tryon St #118, Charlotte, NC 28213",NA,NA,-80.76764179999999,35.2734533,"6301 n tryon st #118, charlotte, nc 28213, usa",NA
Smallcakes Utopia,(704) 588-6742,"6925 University City Blvd #415, Charlotte, NC 28262",yes,no,-80.7654242,35.2905082,"6925 university city blvd #415, charlotte, nc 28262, usa",blue
Smallcakes Steele Creek,(980) 237-1897,"4847 Shopton Rd E, Charlotte, NC 28278",yes,no,-80.96349099999999,35.1710608,"4847 shopton rd, charlotte, nc 28278, usa",blue
Sweet Magic - Pastries and Cafe,(704) 233-3549,"15025 Lancaster Hwy D2, Charlotte, NC 28277",NA,NA,-80.862417,35.041851,"15025 lancaster hwy d2, charlotte, nc 28277, usa",NA
Posh Ganache Bakery,NA,"5725 Carnegie Blvd, Charlotte, NC 28209",NA,NA,-80.8410657,35.1534386,"5725 carnegie blvd, charlotte, nc 28209, usa",NA
In the Mix Bakery,(804) 616-6017,"4102 Cemkey Way, Charlotte, NC 28269",NA,NA,-80.7929506,35.3517642,"4102 cemkey way, charlotte, nc 28269, usa",NA
Jewell Treats,(980) 202-2530,"214 N Tryon St, Charlotte, NC 28202",yes,make it into cake pops,-80.8407876,35.2277389,"214 n tryon st, charlotte, nc 28202, usa",NA
Panaderia La Princesa,(704) 493-7148,"4404 E Independence Blvd, Charlotte, NC 28205",yes,no,-80.7691318,35.1965988,"4404 e independence blvd, charlotte, nc 28205, usa",blue
Pizzeria Omaggio,(704) 370-0777,"1055 Metropolitan Ave #130, Charlotte, NC 28204",no,NA,-80.83465,35.2129199,"1055 metropolitan ave #130, charlotte, nc 28204, usa",NA
Pizzeria Sapienza CLT,(980) 207-0354,"620 N Church St, Charlotte, NC 28202",yes,no,-80.8382546,35.23178559999999,"620 n church st, charlotte, nc 28202, usa",blue
The Pizza Peel & Tap Room,(704) 790-7335,"1600 Central Ave, Charlotte, NC 28205",yes,no,-80.8118686,35.2200734,"1600 central ave, charlotte, nc 28205, usa",blue
Bisonte Pizza Co.,(980) 242-4395,"710 W Trade St f, Charlotte, NC 28202",yes,no,-80.84875889999999,35.2323616,"710 w trade st f, charlotte, nc 28202, usa",blue
Benny Pennello's,(980) 949-8398,"2909 N Davidson St STE 100, Charlotte, NC 28205",NA,NA,-80.8092971,35.2453434,"2909 n davidson st ste 100, charlotte, nc 28205, usa",NA
Pure Pizza,(980) 430-1701,"1911 Central Ave, Charlotte, NC 28205",yes,no,-80.8079532,35.2203495,"1911 central ave, charlotte, nc 28205, usa",blue
Sal's Pizza Factory,(980) 219-7108,"3723 Monroe Rd, Charlotte, NC 28205",yes,no,-80.7956605,35.199952,"3723 monroe rd, charlotte, nc 28205, usa",blue
Tony's Pizza,(704) 688-6880,"1530 Overland Park Ln #1-104, Charlotte, NC 28262",yes,no,-80.7721435,35.317766,"1530 overland park ln #1-104, charlotte, nc 28262, usa",blue
Beard Papa's,(704) 910-5703,"222 West Blvd S111 Charlotte, NC 28203",yes,no,-80.8611655,35.2139291,"222 west blvd s111, charlotte, nc 28203, usa",blue
The Salty Donut,(704) 833-3613,"1515 S Tryon St Ste 105 Charlotte, NC 28203",yes,no,-80.8566669,35.2157046,"1515 s tryon st #105, charlotte, nc 28203, usa",blue
Smallcakes Steele Creek,(980) 237-1897,"4847 Shopton Rd Ste E Charlotte, NC 28278",yes,ish,-80.963599,35.1711754,"4847 shopton rd e, charlotte, nc 28278, usa",purple
Brazilian Eats and Treats,(980) 406-3654,"16049 Johnston Rd Ste K Charlotte, NC 28277",yes,ish,-80.85016,35.02933,"16049 johnston rd k, charlotte, nc 28277, usa",purple
Mocco Bistro,(980) 207-0508,"4004 South Blvd Charlotte, NC 28209",yes,no,-80.87608829999999,35.1880369,"4004 south blvd, charlotte, nc 28209, usa",blue
Burney's Sweets and More,(980) 819-9949,"1200 N Davidson St Charlotte, NC 28206",yes,ish,-80.8244385,35.2321219,"1200 n davidson st, charlotte, nc 28206, usa",purple
Wentworth & Fenn,(704) 291-0388,"270 Camp Rd Ste 106 Charlotte, NC 28206",no,NA,-80.8332523,35.2463099,"270 camp rd #106, charlotte, nc 28206, usa",NA
Astoria Pastry Shop,(313) 963-9603,"541 Monroe St, Detroit, MI 48226",no,NA,-83.0419483,42.3354201,"541 monroe st, detroit, mi 48226, usa",NA
Mexicantown Bakery,(313) 554-0001,"4300 Vernor Hwy, Detroit, MI 48209",yes,gb model,-83.09519139999999,42.3207901,"4300 vernor hwy, detroit, mi 48209, usa",pink
For the Love of Sugar,(313) 788-7111,"100 Erskine St, Detroit, MI 48201",yes,no,-83.0554923,42.3457602,"100 erskine st, detroit, mi 48201, usa",blue
La Gloria Bakery,(313) 842-5722,"3345 Bagley St, Detroit, MI 48216",yes,gb model,-83.08436929999999,42.3232303,"3345 bagley st, detroit, mi 48216, usa",pink
Le Choix,(248) 817-2329,"3730 Rochester Rd Troy, MI 48083",yes,no,-83.12725669999999,42.5729763,"3730 rochester rd, troy, mi 48083, usa",blue
Sister Pie,(313) 447-5550,"8066 Kercheval St Detroit, MI 48214",yes,gb model,-82.9985976,42.3586606,"8066 kercheval ave, detroit, mi 48214, usa",pink
New Palace Bakery,(313) 875-1334,"9833 Joseph Campau St Hamtramck, MI 48212",yes,gb  model,-83.0586012,42.3974913,"9833 joseph campau ave, hamtramck, mi 48212, usa",NA
Sheila's Bakery,(313) 841-8480,"2142 Springwells St Detroit, MI 48209",no,NA,-83.1263859,42.3107661,"2142 springwells st, detroit, mi 48209, usa",NA
Dearborn Sweets,(313) 581-5959,"6456 Greenfield Rd Dearborn, MI 48126",yes,no,-83.1955653,42.337567,"6456 greenfield rd, dearborn, mi 48126, usa",blue
Zaatar W Zeit,(313) 945-1200,"10303 W Warren Ave Dearborn, MI 48126",NA,NA,-83.16040269999999,42.3442683,"10303 w warren ave, dearborn, mi 48126, usa",NA
